Amir,28,1 MAD,Heads,hhhtxthhxthxhtxhhhhhxhxhhhthhthxtthtttthtttthttxhhthhxhhhthhtthtttxhxxhhhxtthttxxxttthhthhxhhthhhxhtthhhxthxhhhhxhhxhthhxth
Amir,29,1 MAD,Tails,hhhthhhttthtttththhtxthhhthhxhhxhhhhththxtthttthhhthtthtthhthtttttthhxttxttxhttthhtththhthtttthxthxtthtxhttttt
Amir,30,1 MAD,Heads,thttttttxxhthxthhhttttthhxthtttxhxttthxhttthhhxhxthhhthxxtthhtxxhthhhxxthhtxtxhttttxhthhtxhhxhhhxttththtxthhtthhhhhthhthht
Amir,31,0.5 NZD,Heads,xhhtxxtttxhtxthtthhxxttttttxhtxthhhhtttxxtthxthhtthhhthhttttxthxxxxthxhhthhthtttxthhttttxxhttththhhhthxhhthhhttthhhhtttttt
Amir,32,0.5 NZD,Heads,hhhhhtxthxhhtththxhhhhhttxhhtxxthhhtttttxthhttxthttxhthtttxxhhhtthttxhhhtthxxththxhthtthxthtththhhhhxxttthhthxhxtxththttt
Amir,33,0.5 NZD,Tails,hhxtthtxhhthththxhtxhxxtxhxttthhththhxhhttttxthhhtttthxxtthhtxhhttthhhthhthhhhhttttthtxtxhhhttxtttttxhhthtthhhtthhttxh
Amir,34,0.5 NZD,Tails,txhhxhhttthhttththhhxhttxhhhtthtthxhhhtthhtxthhtxthttthhxthhxxtttxthtxhhhxxhttththttthxhhtxhxxxtxtxhtxththhttxxttxhtxthhxhtttht
Amir,35,0.5 NZD,Tails,ttttttthtxhhthxtxhtxthhthhttttthhhxhtxhxththtthhhhhtttttthhxtthttxhhxtttxhhhxxththxtxthththtxxxthxhtttthxtththhhhhhthtth
Amir,36,0.5 NZD,Tails,tttthtxhhttxthhhthtthxhxhhtxthhttxhhhhhxthxtxthhhhhttxtttthttxhhhhhthhhhthttxttttxththtttxtththhxthxxttxthhtxttththxttht
Amir,37,0.5 NZD,Heads,hxxthtxhhtxxthtxttxhhhtxthtthtthhhhhthhtxttxxxhtthhhhttthtxxtthhthxxhthxhhhtthhxthtxthtttxxxtxhttthhtxtthtxxtttthxhthhtttthxtxhth
Amir,38,0.5 NZD,Tails,hthhttxthhxhhhhhhhhthhxhttthtthttthhthxhhhtthtthttxxhtthhxthththttttxhttthththtthhhxtthtthxtthhhhhhhttxththttht
Amir,39,0.5 NZD,Tails,xxhhthththhhhtthhtthttththtxtththhhxhththhhthxthhthtthtxthtthhththxttxtxthhxhtthhxhhthhxtththtthxtxhtttxthxthhttxxhhhh
